Date,Nom_Marchandise,Volume,Type_Marchandise
2021-10-31,Conserve de poisson conteneurisé,8768.6023542523,TRAFIC CONTENEURISE
2021-10-31,Agrumes conteneurisés,7967.633730193362,TRAFIC CONTENEURISE
2021-11-30,TRAFIC CONTENEURS,2134.61687808954,TRAFIC CONTENEURS
2021-11-30,Essence,9712.208624193323,HYDROCARBURES
2021-11-30,Gaz liquéfié,5941.91765662144,HYDROCARBURES
2021-11-30,Gasoil,4572.463882041517,HYDROCARBURES
2021-11-30,Aliments de bétail en vrac,15811.711182447418,VRAC SOLIDE
2021-11-30,Engrais,13812.272177505016,VRAC SOLIDE
2021-11-30,Céréales,16164.474446634325,VRAC SOLIDE
2021-11-30,Poisson congelé conteneurisé,10344.490099992463,TRAFIC CONTENEURISE
2021-11-30,Conserve de poisson conteneurisé,10264.421547968917,TRAFIC CONTENEURISE
2021-11-30,Agrumes conteneurisés,11197.013207727381,TRAFIC CONTENEURISE
2021-12-31,TRAFIC CONTENEURS,3301.3783136126253,TRAFIC CONTENEURS
2021-12-31,Essence,4008.946928933685,HYDROCARBURES
2021-12-31,Gaz liquéfié,7160.327114833741,HYDROCARBURES
2021-12-31,Gasoil,4837.992720459316,HYDROCARBURES
2021-12-31,Aliments de bétail en vrac,17293.04957143564,VRAC SOLIDE
2021-12-31,Engrais,13982.596706405764,VRAC SOLIDE
2021-12-31,Céréales,16256.068970810713,VRAC SOLIDE
2021-12-31,Poisson congelé conteneurisé,9588.66508235424,TRAFIC CONTENEURISE
2021-12-31,Conserve de poisson conteneurisé,9095.78535226934,TRAFIC CONTENEURISE
2021-12-31,Agrumes conteneurisés,11044.326872129894,TRAFIC CONTENEURISE
2022-01-31,Essence,6696.0821164437475,HYDROCARBURES
2022-01-31,Gaz liquéfié,3857.3858128593556,HYDROCARBURES
2022-01-31,Gasoil,6677.035338810594,HYDROCARBURES
2022-01-31,Aliments de bétail en vrac,16013.486283863425,VRAC SOLIDE
2022-01-31,TRAFIC CONTENEURS,2211.207134331124,TRAFIC CONTENEURS
2022-01-31,Céréales,14512.785404630806,VRAC SOLIDE
2022-01-31,Poisson congelé conteneurisé,8603.575927879461,TRAFIC CONTENEURISE
2022-01-31,Conserve de poisson conteneurisé,12063.669049358627,TRAFIC CONTENEURISE
2022-01-31,Agrumes conteneurisés,8455.105050640917,TRAFIC CONTENEURISE
2022-01-31,Engrais,17053.40446786546,VRAC SOLIDE
2022-02-28,TRAFIC CONTENEURS,1705.6828290472415,TRAFIC CONTENEURS
2022-02-28,Essence,4441.417744627816,HYDROCARBURES
2022-02-28,Gaz liquéfié,4083.3732623320384,HYDROCARBURES
2022-02-28,Gasoil,5447.199356364397,HYDROCARBURES
2022-02-28,Aliments de bétail en vrac,15164.697646885772,VRAC SOLIDE
2022-02-28,Engrais,15454.28181017522,VRAC SOLIDE
2022-02-28,Céréales,15775.782792324675,VRAC SOLIDE
2022-02-28,Poisson congelé conteneurisé,10346.442611226576,TRAFIC CONTENEURISE
2022-02-28,Conserve de poisson conteneurisé,8566.089397528387,TRAFIC CONTENEURISE
2022-02-28,Agrumes conteneurisés,9416.3903303356,TRAFIC CONTENEURISE
2022-03-31,Essence,6549.301077799537,HYDROCARBURES
2022-03-31,Gaz liquéfié,4468.176906264376,HYDROCARBURES
2022-03-31,Gasoil,10073.882791437562,HYDROCARBURES
2022-03-31,Aliments de bétail en vrac,14737.690178880881,VRAC SOLIDE
2022-03-31,TRAFIC CONTENEURS,3284.0273896354206,TRAFIC CONTENEURS
2022-03-31,Céréales,14212.276030671852,VRAC SOLIDE
2022-03-31,Poisson congelé conteneurisé,9344.01297545136,TRAFIC CONTENEURISE
2022-03-31,Conserve de poisson conteneurisé,12732.000192721951,TRAFIC CONTENEURISE
2022-03-31,Agrumes conteneurisés,7278.739310583569,TRAFIC CONTENEURISE
2022-03-31,Engrais,11073.62971044513,VRAC SOLIDE
2022-04-30,Essence,5008.660925981727,HYDROCARBURES
2022-04-30,Gaz liquéfié,5902.073000610237,HYDROCARBURES
2022-04-30,Gasoil,5706.3356585826195,HYDROCARBURES
2022-04-30,Aliments de bétail en vrac,20675.890566739014,VRAC SOLIDE
2022-04-30,TRAFIC CONTENEURS,1947.0261969468202,TRAFIC CONTENEURS
2022-04-30,Céréales,15842.977872033252,VRAC SOLIDE
2022-04-30,Poisson congelé conteneurisé,7715.380500019604,TRAFIC CONTENEURISE
2022-04-30,Conserve de poisson conteneurisé,12889.636643157777,TRAFIC CONTENEURISE
2022-04-30,Agrumes conteneurisés,9891.639025152183,TRAFIC CONTENEURISE
2022-04-30,Engrais,16314.191581700064,VRAC SOLIDE
2022-05-31,TRAFIC CONTENEURS,1830.1748838558933,TRAFIC CONTENEURS
2022-05-31,Essence,5894.375504019923,HYDROCARBURES
2022-05-31,Gaz liquéfié,3766.694928727843,HYDROCARBURES
2022-05-31,Gasoil,8511.652291711775,HYDROCARBURES
2022-05-31,Aliments de bétail en vrac,14937.610492750517,VRAC SOLIDE
2022-05-31,Engrais,16457.650825954508,VRAC SOLIDE
2022-05-31,Poisson congelé conteneurisé,11425.507781013051,TRAFIC CONTENEURISE
2022-05-31,Conserve de poisson conteneurisé,7429.154298975285,TRAFIC CONTENEURISE
2022-05-31,Agrumes conteneurisés,6248.963023642649,TRAFIC CONTENEURISE
2022-05-31,Céréales,15792.826292304433,VRAC SOLIDE
2022-06-30,Gasoil,4871.149873926888,HYDROCARBURES
2022-06-30,Essence,4151.083590934806,HYDROCARBURES
2022-06-30,Gaz liquéfié,6266.213168169981,HYDROCARBURES
2022-06-30,Aliments de bétail en vrac,15037.331289803893,VRAC SOLIDE
2022-06-30,TRAFIC CONTENEURS,1885.9486261288507,TRAFIC CONTENEURS
2022-06-30,Céréales,15707.364793377736,VRAC SOLIDE
2022-06-30,Poisson congelé conteneurisé,11174.872006490474,TRAFIC CONTENEURISE
2022-06-30,Conserve de poisson conteneurisé,10605.716622194659,TRAFIC CONTENEURISE
2022-06-30,Agrumes conteneurisés,11135.694409453215,TRAFIC CONTENEURISE
2022-06-30,Engrais,14625.741580874092,VRAC SOLIDE
2022-07-31,TRAFIC CONTENEURS,1777.4741862266078,TRAFIC CONTENEURS
2022-07-31,Essence,7889.936322865915,HYDROCARBURES
2022-07-31,Gaz liquéfié,3854.5429233083046,HYDROCARBURES
2022-07-31,Gasoil,8165.128339247474,HYDROCARBURES
2022-07-31,Aliments de bétail en vrac,17925.18278492509,VRAC SOLIDE
2022-07-31,Engrais,16318.502094397081,VRAC SOLIDE
2022-07-31,Céréales,17099.12067239459,VRAC SOLIDE
2022-07-31,Poisson congelé conteneurisé,7907.538178716157,TRAFIC CONTENEURISE
2022-07-31,Conserve de poisson conteneurisé,8472.12023703743,TRAFIC CONTENEURISE
2022-07-31,Agrumes conteneurisés,7955.988537606499,TRAFIC CONTENEURISE
2022-08-31,TRAFIC CONTENEURS,2754.978571418681,TRAFIC CONTENEURS
2022-08-31,Essence,3901.9812402399757,HYDROCARBURES
2022-08-31,Gaz liquéfié,4032.326328255587,HYDROCARBURES
2022-08-31,Gasoil,4561.038612549217,HYDROCARBURES
2022-08-31,Aliments de bétail en vrac,14215.754996063191,VRAC SOLIDE
2022-08-31,Engrais,15162.243007819303,VRAC SOLIDE
2022-08-31,Céréales,14101.505765349013,VRAC SOLIDE
2022-08-31,Poisson congelé conteneurisé,13114.510849035658,TRAFIC CONTENEURISE
2022-08-31,Conserve de poisson conteneurisé,10392.964971905732,TRAFIC CONTENEURISE
2022-08-31,Agrumes conteneurisés,7696.217910992049,TRAFIC CONTENEURISE
2022-09-30,TRAFIC CONTENEURS,2967.9404699862353,TRAFIC CONTENEURS
2022-09-30,Essence,7279.75107517676,HYDROCARBURES
2022-09-30,Gaz liquéfié,3555.0284443549035,HYDROCARBURES
2022-09-30,Gasoil,6264.829078726427,HYDROCARBURES;;;
2022-09-30,Aliments de bétail en vrac,18881.546695570174,VRAC SOLIDE
2022-09-30,Engrais,13945.062668951907,VRAC SOLIDE
2022-09-30,Céréales,15850.955836138593,VRAC SOLIDE
2022-09-30,Poisson congelé conteneurisé,8397.339470166895,TRAFIC CONTENEURISE
2022-09-30,Conserve de poisson conteneurisé,9661.466272441186,TRAFIC CONTENEURISE
2022-09-30,Agrumes conteneurisés,9665.556771915319,TRAFIC CONTENEURISE
2022-10-31,Essence,5498.596741273982,HYDROCARBURES
2022-10-31,Gaz liquéfié,2933.9342314593214,HYDROCARBURES
2022-10-31,Gasoil,8074.708091169277,HYDROCARBURES
2022-10-31,Aliments de bétail en vrac,16006.333188978746,VRAC SOLIDE
2022-10-31,TRAFIC CONTENEURS,2731.1210061049765,TRAFIC CONTENEURS
2022-10-31,Céréales,13136.04817056714,VRAC SOLIDE
2022-10-31,Poisson congelé conteneurisé,10524.614030401475,TRAFIC CONTENEURISE
2022-10-31,Conserve de poisson conteneurisé,9633.088731656584,TRAFIC CONTENEURISE
2022-10-31,Agrumes conteneurisés,7335.445978980557,TRAFIC CONTENEURISE
2022-10-31,Engrais,12354.564314189585,VRAC SOLIDE
2022-11-30,TRAFIC CONTENEURS,2071.726743336273,TRAFIC CONTENEURS
2022-11-30,Essence,3622.648003185825,HYDROCARBURES
2022-11-30,Gaz liquéfié,5714.8346998371835,HYDROCARBURES
2022-11-30,Gasoil,2824.1604404130935,HYDROCARBURES
2022-11-30,Aliments de bétail en vrac,15909.964431855207,VRAC SOLIDE
2022-11-30,Engrais,12726.081945409409,VRAC SOLIDE
2022-11-30,Céréales,14706.225350150236,VRAC SOLIDE
2022-11-30,Poisson congelé conteneurisé,6845.730590337429,TRAFIC CONTENEURISE
2022-11-30,Conserve de poisson conteneurisé,10752.840833132628,TRAFIC CONTENEURISE
2022-11-30,Agrumes conteneurisés,12509.279611402773,TRAFIC CONTENEURISE
2022-12-31,Essence,3737.1557815937135,HYDROCARBURES
2022-12-31,Gaz liquéfié,5173.512148318904,HYDROCARBURES
2022-12-31,Gasoil,6591.93394251456,HYDROCARBURES
2022-12-31,Aliments de bétail en vrac,15857.256893315604,VRAC SOLIDE
2022-12-31,TRAFIC CONTENEURS,2385.651048349164,TRAFIC CONTENEURS
2022-12-31,Céréales,14090.326138104334,VRAC SOLIDE
2022-12-31,Poisson congelé conteneurisé,14340.983962485345,TRAFIC CONTENEURISE
2022-12-31,Conserve de poisson conteneurisé,12201.578959733284,TRAFIC CONTENEURISE
2022-12-31,Agrumes conteneurisés,11968.659586979893,TRAFIC CONTENEURISE
2022-12-31,Engrais,15113.031968545292,VRAC SOLIDE
2023-01-31,Essence,4488.480875032234,HYDROCARBURES
2023-01-31,Gaz liquéfié,5559.658479329388,HYDROCARBURES
2023-01-31,Gasoil,5662.857131108081,HYDROCARBURES
2023-01-31,Aliments de bétail en vrac,13583.37872330561,VRAC SOLIDE
2023-01-31,TRAFIC CONTENEURS,2706.1233582487953,TRAFIC CONTENEURS
2023-01-31,Céréales,13793.462750202743,VRAC SOLIDE
2023-01-31,Poisson congelé conteneurisé,5518.835700961453,TRAFIC CONTENEURISE
2023-01-31,Conserve de poisson conteneurisé,9876.039971072585,TRAFIC CONTENEURISE
2023-01-31,Agrumes conteneurisés,11261.95336684544,TRAFIC CONTENEURISE
2023-01-31,Engrais,16614.301209111498,VRAC SOLIDE
2023-02-28,TRAFIC CONTENEURS,2949.8319804527464,TRAFIC CONTENEURS
2023-02-28,Essence,2517.4882257340055,HYDROCARBURES
2023-02-28,Gaz liquéfié,6209.0980857873765,HYDROCARBURES
2023-02-28,Gasoil,6412.977491570204,HYDROCARBURES
2023-02-28,Aliments de bétail en vrac,15584.70017750462,VRAC SOLIDE
2023-02-28,Engrais,16518.930818226832,VRAC SOLIDE
2023-02-28,Poisson congelé conteneurisé,11279.127516728846,TRAFIC CONTENEURISE
2023-02-28,Conserve de poisson conteneurisé,12514.271611589924,TRAFIC CONTENEURISE
2023-02-28,Agrumes conteneurisés,12692.887071805548,TRAFIC CONTENEURISE
2023-02-28,Céréales,14000.602581134362,VRAC SOLIDE
2023-03-31,Gasoil,1614.6509332474739,HYDROCARBURES
2023-03-31,Essence,4092.681544277052,HYDROCARBURES
2023-03-31,TRAFIC CONTENEURS,2324.2740922838016,TRAFIC CONTENEURS
2023-03-31,Aliments de bétail en vrac,17041.320535189934,VRAC SOLIDE
2023-03-31,Gaz liquéfié,6991.592438241823,HYDROCARBURES
2023-03-31,Céréales,15740.683196720696,VRAC SOLIDE
2023-03-31,Poisson congelé conteneurisé,9664.364928407227,TRAFIC CONTENEURISE
2023-03-31,Conserve de poisson conteneurisé,12961.093985183965,TRAFIC CONTENEURISE
2023-03-31,Agrumes conteneurisés,13599.294121893041,TRAFIC CONTENEURISE
2023-03-31,Engrais,12571.05340650264,VRAC SOLIDE
2023-04-30,TRAFIC CONTENEURS,2610.01868751712,TRAFIC CONTENEURS
2023-04-30,Essence,6401.390539697688,HYDROCARBURES
2023-04-30,Gaz liquéfié,5128.536042446619,HYDROCARBURES
2023-04-30,Gasoil,3007.9293830536553,HYDROCARBURES
2023-04-30,Aliments de bétail en vrac,13517.634432301129,VRAC SOLIDE
2023-04-30,Engrais,12076.963075182292,VRAC SOLIDE
2023-04-30,Céréales,15094.349642876932,VRAC SOLIDE
2023-04-30,Poisson congelé conteneurisé,10115.754605029108,TRAFIC CONTENEURISE
2023-04-30,Conserve de poisson conteneurisé,13472.565439021288,TRAFIC CONTENEURISE
2023-04-30,Agrumes conteneurisés,8357.117521389682,TRAFIC CONTENEURISE
2023-05-31,Essence,-351.5569767869856,HYDROCARBURES
2023-05-31,Gaz liquéfié,4704.906029094958,HYDROCARBURES
2023-05-31,Gasoil,5417.391482268416,HYDROCARBURES
2023-05-31,Aliments de bétail en vrac,18982.99917950791,VRAC SOLIDE
2023-05-31,TRAFIC CONTENEURS,3084.353579427155,TRAFIC CONTENEURS
2023-05-31,Céréales,15711.792318252525,VRAC SOLIDE
2023-05-31,Poisson congelé conteneurisé,13674.40655330367,TRAFIC CONTENEURISE
2023-05-31,Conserve de poisson conteneurisé,11687.401576175127,TRAFIC CONTENEURISE
2023-05-31,Agrumes conteneurisés,11159.113090772273,TRAFIC CONTENEURISE
2023-05-31,Engrais,18564.45346303757,VRAC SOLIDE
2023-06-30,Essence,5724.609958090765,HYDROCARBURES
2023-06-30,Gaz liquéfié,7652.322200256915,HYDROCARBURES
2023-06-30,Gasoil,3693.2234707694633,HYDROCARBURES
2023-06-30,Aliments de bétail en vrac,15228.519919293867,VRAC SOLIDE
2023-06-30,TRAFIC CONTENEURS,2229.0208751784057,TRAFIC CONTENEURS
2023-06-30,Céréales,13686.5401341671,VRAC SOLIDE
2023-06-30,Poisson congelé conteneurisé,3425.827163798652,TRAFIC CONTENEURISE
2023-06-30,Conserve de poisson conteneurisé,13583.530891616909,TRAFIC CONTENEURISE
2023-06-30,Agrumes conteneurisés,9204.242285584682,TRAFIC CONTENEURISE
2023-06-30,Engrais,14861.758908070873,VRAC SOLIDE
2023-07-31,TRAFIC CONTENEURS,2345.4274125879792,TRAFIC CONTENEURS
2023-07-31,Essence,6230.112247935533,HYDROCARBURES
2023-07-31,Gaz liquéfié,6190.427644205599,HYDROCARBURES
2023-07-31,Gasoil,3555.8121834640842,HYDROCARBURES
2023-07-31,Aliments de bétail en vrac,16391.69178854022,VRAC SOLIDE
2023-07-31,Engrais,15014.523022474657,VRAC SOLIDE
2023-07-31,Poisson congelé conteneurisé,10162.839515650168,TRAFIC CONTENEURISE
2023-07-31,Conserve de poisson conteneurisé,8705.754380489703,TRAFIC CONTENEURISE
2023-07-31,Agrumes conteneurisés,9585.80068398454,TRAFIC CONTENEURISE
2023-07-31,Céréales,12708.388821038017,VRAC SOLIDE
2023-08-31,Gasoil,5196.575206056174,HYDROCARBURES
2023-08-31,Essence,2502.236047174951,HYDROCARBURES
2023-08-31,Gaz liquéfié,7633.0125249796,HYDROCARBURES
2023-08-31,TRAFIC CONTENEURS,2828.2440099406335,TRAFIC CONTENEURS
2023-08-31,Aliments de bétail en vrac,16101.257136007245,VRAC SOLIDE
2023-08-31,Poisson congelé conteneurisé,8697.549333423798,TRAFIC CONTENEURISE
2023-08-31,Céréales,17241.670804906575,VRAC SOLIDE
2023-08-31,Conserve de poisson conteneurisé,11076.758773263407,TRAFIC CONTENEURISE
2023-08-31,Agrumes conteneurisés,8465.629565322037,TRAFIC CONTENEURISE
2023-08-31,Engrais,18942.964417228115,VRAC SOLIDE
2023-09-30,TRAFIC CONTENEURS,2494.6107197954,TRAFIC CONTENEURS
2023-09-30,Essence,6246.518247865195,HYDROCARBURES
2023-09-30,Gaz liquéfié,4972.4257086335365,HYDROCARBURES
2023-09-30,Gasoil,1330.1014173624462,HYDROCARBURES
2023-09-30,Aliments de bétail en vrac,13762.115346374425,VRAC SOLIDE
2023-09-30,Engrais,15315.92112222926,VRAC SOLIDE
2023-09-30,Céréales,18108.737803290205,VRAC SOLIDE
2023-09-30,Poisson congelé conteneurisé,12552.686098643451,TRAFIC CONTENEURISE
2023-09-30,Conserve de poisson conteneurisé,11145.498086449523,TRAFIC CONTENEURISE
2023-09-30,Agrumes conteneurisés,10118.51720866013,TRAFIC CONTENEURISE
2023-10-31,Essence,6955.626470643414,HYDROCARBURES
2023-10-31,TRAFIC CONTENEURS,1589.3631982031602,TRAFIC CONTENEURS
2023-10-31,Gasoil,6664.373107124946,HYDROCARBURES
2023-10-31,Aliments de bétail en vrac,17857.654926462656,VRAC SOLIDE
2023-10-31,Gaz liquéfié,5269.279632859096,HYDROCARBURES
2023-10-31,Céréales,17434.325811763723,VRAC SOLIDE
2023-10-31,Poisson congelé conteneurisé,8613.25398629304,TRAFIC CONTENEURISE
2023-10-31,Conserve de poisson conteneurisé,11222.606886024969,TRAFIC CONTENEURISE
2023-10-31,Agrumes conteneurisés,12446.599222215847,TRAFIC CONTENEURISE
2023-10-31,Engrais,19730.29534324872,VRAC SOLIDE
2023-11-30,TRAFIC CONTENEURS,3117.2957561516837,TRAFIC CONTENEURS
2023-11-30,Essence,2926.671272039343,HYDROCARBURES
2023-11-30,Gasoil,2240.627434901854,HYDROCARBURES
2023-11-30,Aliments de bétail en vrac,13458.409387586484,VRAC SOLIDE
2023-11-30,Gaz liquéfié,7195.628308933394,HYDROCARBURES
2023-11-30,Céréales,14717.721134899179,VRAC SOLIDE
2023-11-30,Poisson congelé conteneurisé,11867.118538456914,TRAFIC CONTENEURISE
2023-11-30,Conserve de poisson conteneurisé,8201.6908283266,TRAFIC CONTENEURISE
2023-11-30,Agrumes conteneurisés,12452.946176046486,TRAFIC CONTENEURISE
2023-11-30,Engrais,14341.991689670811,VRAC SOLIDE
2023-12-31,Essence,7045.037822668527,HYDROCARBURES
2023-12-31,Agrumes conteneurisés,7972.845172404325,TRAFIC CONTENEURISE
2023-12-31,Conserve de poisson conteneurisé,8993.082202034699,TRAFIC CONTENEURISE
2023-12-31,Poisson congelé conteneurisé,6769.984865905199,TRAFIC CONTENEURISE
2023-12-31,Céréales,14036.975031936363,VRAC SOLIDE
2023-12-31,Engrais,17453.892716144637,VRAC SOLIDE
2023-12-31,Aliments de bétail en vrac,13418.663342799075,VRAC SOLIDE
2023-12-31,Gasoil,8378.698025556725,HYDROCARBURES
2023-12-31,Gaz liquéfié,5345.202937737664,HYDROCARBURES
2023-12-31,TRAFIC CONTENEURS,2338.5830620550437,TRAFIC CONTENEURS
